iter	RMSE
700	8.21990495
701	8.214378203
702	8.207467565
703	8.202005379
704	8.198433515
705	8.196495258
706	8.194213813
707	8.191753022
708	8.180226545
709	8.176345162
710	8.171004535
711	8.165967259
712	8.162617679
713	8.154512807
714	8.146029223
715	8.13494092
716	8.129309246
717	8.12534275
718	8.114514943
719	8.113520549
720	8.111317869
721	8.106098823
722	8.096822383
723	8.092273728
724	8.083118153
725	8.082187205
726	8.074385242
727	8.069751326
728	8.068033265
729	8.060398791
730	8.058612073
731	8.05441721
732	8.050802013
733	8.042311856
734	8.038849285
735	8.037467696
736	8.036148536
737	8.029441605
738	8.025964539
739	8.023296142
740	8.018519007
741	8.017275955
742	8.010649981
743	8.003576702
744	8.001208203
745	7.999654733
746	7.997036794
747	7.988861035
748	7.984995186
749	7.974965924
750	7.96816504
751	7.963683481
752	7.957770842
753	7.95046959
754	7.948169638
755	7.945571895
756	7.94078972
757	7.931647427
758	7.928872814
759	7.925675348
760	7.921236134
761	7.916920101
762	7.910701838
763	7.909669632
764	7.907538256
765	7.906736291
766	7.902989201
767	7.901743441
768	7.896827542
769	7.895783856
770	7.892173997
771	7.890038243
772	7.883879055
773	7.882516115
774	7.87958591
775	7.87230469
776	7.86807294
777	7.863630376
778	7.861946108
779	7.858853323
780	7.856423174
781	7.848431882
782	7.844014226
783	7.841095162
784	7.836122346
785	7.835136329
786	7.833041069
787	7.820789604
788	7.817510552
789	7.811590888
790	7.80938244
791	7.808101777
792	7.805104489
793	7.798493489
794	7.794044351
795	7.788670875
796	7.781602705
797	7.78055379
798	7.772821376
799	7.770511495
800	7.769576272
801	7.767506849
802	7.763622897
803	7.760350857
804	7.75207596
805	7.745454491
806	7.744440957
807	7.742414173
808	7.741290088
809	7.735370956
810	7.729841089
811	7.727576356
812	7.723258812
813	7.719159752
814	7.711503227
815	7.708600373
816	7.699990241
817	7.694167084
818	7.690254137
819	7.689045743
820	7.688177574
821	7.682456971
822	7.67975178
823	7.672219164
824	7.66560082
825	7.661813727
826	7.658468484
827	7.655428994
828	7.648010122
829	7.640980592
830	7.637974319
831	7.63429816
832	7.625040731
833	7.623000653
834	7.617088203
835	7.616165532
836	7.611464563
837	7.606054022
838	7.603452543
839	7.601189962
840	7.600287182
841	7.588152183
842	7.58513759
843	7.579652661
844	7.577944662
845	7.574193005
846	7.570714767
847	7.566435973
848	7.557203857
849	7.549496396
850	7.542405296
851	7.537604174
852	7.53200436
853	7.529392273
854	7.526954753
855	7.525346956
856	7.517912143
857	7.510618667
858	7.508247495
859	7.507508455
860	7.503738878
861	7.496094161
862	7.490607467
863	7.484130184
864	7.479177499
865	7.478374266
866	7.475596353
867	7.471763724
868	7.468319475
869	7.461135924
870	7.455484484
871	7.448747739
872	7.446173228
873	7.442860692
874	7.441853844
875	7.439251582
876	7.437364701
877	7.428137176
878	7.424507016
879	7.42213704
880	7.416833641
881	7.412809911
882	7.409900319
883	7.407829597
884	7.402304508
885	7.401327613
886	7.39845336
887	7.392484743
888	7.390261508
889	7.387751201
890	7.38408008
891	7.381394937
892	7.378473547
893	7.376548458
894	7.375660592
895	7.372021677
896	7.370669333
897	7.365152108
898	7.363658439
899	7.355476055
900	7.350270238
901	7.34581859
902	7.343473178
903	7.341696752
904	7.340051851
905	7.337012422
906	7.330084225
907	7.324889602
908	7.321280056
909	7.319274683
910	7.318637435
911	7.317017212
912	7.313797649
913	7.310038128
914	7.305858643
915	7.299290313
916	7.293342524
917	7.291159053
918	7.2872203
919	7.283480998
920	7.281707331
921	7.278476645
922	7.273585567
923	7.267907433
924	7.263518119
925	7.260851099
926	7.258251989
927	7.252088906
928	7.24955575
929	7.242810303
930	7.241538409
931	7.234686293
932	7.227348094
933	7.222379556
934	7.220640952
935	7.218922202
936	7.218321303
937	7.215056806
938	7.209400446
939	7.207679475
940	7.203371052
941	7.196828649
942	7.19088021
943	7.190367454
944	7.182313323
945	7.175295037
946	7.172393243
947	7.169121881
948	7.166255531
949	7.16171278
950	7.158415756
951	7.156523007
952	7.150689856
953	7.14621467
954	7.136667746
955	7.129044337
956	7.128483138
957	7.125719686
958	7.120225475
959	7.113978709
960	7.111740604
961	7.108293817
962	7.101048373
963	7.099961978
964	7.097278173
965	7.09435842
966	7.092782963
967	7.091623192
968	7.090038531
969	7.087811748
970	7.086108239
971	7.085699753
972	7.080065102
973	7.074817459
974	7.07311782
975	7.071507547
976	7.069423011
977	7.06681244
978	7.058484231
979	7.049613124
980	7.04604238
981	7.045195444
982	7.044517439
983	7.040952127
984	7.035730924
985	7.028028817
986	7.026412736
987	7.025324746
988	7.024843141
989	7.023175224
990	7.020571532
991	7.018082841
992	7.014579139
993	7.012203251
994	7.009348987
995	7.004002678
996	6.998751344
997	6.99605907
998	6.993608214
999	6.992768964
